1472711584,125847452640,3,1
1472706440,177938365911,2,1
1472706444,177938365911,2,1
1472706504,177938365911,2,1
1472714474,38099732032,2,1
1472714544,38099732032,2,1
1472715005,38099732032,2,1
1472715005,38099732032,2,1
1472715005,38099732032,2,1
1472727972,103585767010,2,1
1472700960,172305340263,2,1
1472731064,144399262898,1,1
1472734467,106060616114,2,1
1472754789,43663581726,2,1
1472710543,211049550407,2,1
1472710568,211049550407,2,1
1472710600,211049550407,2,1
1472739354,122842887323,2,1
1472728777,99287267958,2,1
1472742455,99287267958,2,1
1472743721,99287267958,2,1
1472718319,6263078150,2,1
1472720270,244286257546,2,1
1472726772,109444682746,2,1
1472727456,109444682746,2,1
1472727615,109444682746,2,1
1472731632,109444682746,2,1
1472737511,75001951001,5,2
1472745709,113863016595,2,1
1472722680,71225926685,2,1
1472722990,71225926685,2,1
1472723485,71225926685,2,1
1472710100,37381756512,2,1
1472710172,37381756512,2,1
1472710209,37381756512,2,1
1472711433,19738113986,2,1
1472712694,243522923015,0,0
1472736082,21153296882,2,1
1472716218,91128061966,2,1
1472756990,22792484980,2,1
1472757479,22792484980,2,1
1472737044,86225797338,2,1
1472738511,86225797338,2,1
1472705289,107664514463,5,2
1472719517,107664514463,5,2
1472719503,107664514463,5,2
1472735436,27504552725,2,1
1472720835,122882473816,2,1
1472720840,122882473816,2,1
1472740443,87253080380,2,1
1472741390,87253080380,2,1
1472743295,87253080380,2,1
1472743296,87253080380,2,1
1472743442,186931495427,2,1
1472738534,233875034436,5,2
1472744462,153742889379,2,1
1472716940,107902470405,2,1
1472716943,107902470405,2,1
1472750489,199599600333,2,1
1472738778,122176748877,2,1
1472742477,122176748877,2,1
1472737642,208672991679,2,1
1472714303,239236086112,2,1
1472695298,192736968525,5,2
1472752635,20902116013,1,1
1472752636,20902116013,1,1
1472705077,83302837961,5,3
1472737487,212897196980,0,0
1472708415,82091459705,1,1
1472690566,57317189042,2,1
1472733864,241464179142,2,1
1472696407,207154701175,2,1
1472729864,206100935403,2,1
1472720320,109269294372,2,1
1472720397,109269294372,2,1
1472720456,109269294372,2,1
1472720469,109269294372,2,1
1472720506,109269294372,2,1
1472720926,109269294372,2,1
1472720942,109269294372,2,1
1472720982,109269294372,2,1
